Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8f1r,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: layout_id,Spreadsheet: participant_group,Spreadsheet: condition_order,Spreadsheet: block_order,Spreadsheet: source_branch,Spreadsheet: source_commit,Spreadsheet: reference_notebook_path,Spreadsheet: palette_source_path,Spreadsheet: palette_copy_path,Spreadsheet: palette_type,Spreadsheet: dataset_source_path,Spreadsheet: dataset_sha256,Spreadsheet: background,Spreadsheet: condition,Spreadsheet: num_classes,Spreadsheet: difficulty_num,Spreadsheet: difficulty_label,Spreadsheet: scale_factor,Spreadsheet: colormap,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: baseline_palette_seed,Spreadsheet: rendering_figsize,Spreadsheet: rendering_dpi,Spreadsheet: rendering_alpha,Spreadsheet: rendering_point_size,Spreadsheet: rendering_pad_ratio,Spreadsheet: objective_score,Spreadsheet: min_pairwise_dE,Spreadsheet: mean_pairwise_dE,Spreadsheet: min_background_dE,Spreadsheet: mean_background_dE,Spreadsheet: background_penalty,Spreadsheet: table_stop_reason,Spreadsheet: table_evals_used,Spreadsheet: optimization_rerun,Spreadsheet: constrained_method_used,Spreadsheet: trial_number,Spreadsheet: trial_id,Spreadsheet: side_schedule,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: optimized_side,Spreadsheet: baseline_image,Spreadsheet: optimized_image,Spreadsheet: response_option_left,Spreadsheet: response_option_right,Spreadsheet: preferred_side,Spreadsheet: selected_condition,Spreadsheet: optimized_selected,Spreadsheet: task1_source_branch,Spreadsheet: task1_source_commit,Spreadsheet: task1_reference_notebook_path,Spreadsheet: task2_reference_notebook_path,Spreadsheet: baseline_palette_source_path,Spreadsheet: optimized_palette_source_path,Spreadsheet: baseline_min_pairwise_dE,Spreadsheet: baseline_mean_pairwise_dE,Spreadsheet: baseline_min_bg_dE,Spreadsheet: baseline_mean_bg_dE,Spreadsheet: baseline_background_penalty,Spreadsheet: baseline_objective_score,Spreadsheet: optimized_min_pairwise_dE,Spreadsheet: optimized_mean_pairwise_dE,Spreadsheet: optimized_min_bg_dE,Spreadsheet: optimized_mean_bg_dE,Spreadsheet: optimized_background_penalty,Spreadsheet: optimized_objective_score,Spreadsheet: palette_regenerated,Spreadsheet: images_rerendered
2248,1790007736000,21/09/2026 16:22:16,1790007736000,1,21/09/2026 17:22:16,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,4,Display 1,Screen 1,,,response,Left,,,,5339.4,,,5339.4,,5339.4,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,10,1,easy,,,,,,,,,,,,,,,,,,,,,4,K10_D1_black,SideA,disc_K10_D1_orig_black.png,disc_K10_D1_opt_black.png,Right,disc_K10_D1_orig_black.png,disc_K10_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2249,1790007743000,21/09/2026 16:22:23,1790007743000,1,21/09/2026 17:22:23,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,5,Display 1,Screen 1,,,response,Right,,,,3819.2,,,3819.2,,3819.2,,,,Select_Right,,,,,,,,,,,,,,,,,,,white,,30,1,easy,,,,,,,,,,,,,,,,,,,,,5,K30_D1_white,SideA,disc_K30_D1_opt_white.png,disc_K30_D1_orig_white.png,Left,disc_K30_D1_orig_white.png,disc_K30_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2250,1790007750000,21/09/2026 16:22:30,1790007750000,1,21/09/2026 17:22:30,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,6,Display 1,Screen 1,,,response,Left,,,,2519.1,,,2519.1,,2519.1,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,30,2,medium,,,,,,,,,,,,,,,,,,,,,6,K30_D2_white,SideA,disc_K30_D2_opt_white.png,disc_K30_D2_orig_white.png,Left,disc_K30_D2_orig_white.png,disc_K30_D2_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2251,1790007757000,21/09/2026 16:22:37,1790007757000,1,21/09/2026 17:22:37,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,7,Display 1,Screen 1,,,response,Left,,,,5878.1,,,5878.1,,5878.1,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,10,2,medium,,,,,,,,,,,,,,,,,,,,,7,K10_D2_white,SideA,disc_K10_D2_opt_white.png,disc_K10_D2_orig_white.png,Left,disc_K10_D2_orig_white.png,disc_K10_D2_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2252,1790007764000,21/09/2026 16:22:44,1790007764000,1,21/09/2026 17:22:44,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,8,Display 1,Screen 1,,,response,Left,,,,4649.9,,,4649.9,,4649.9,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,20,2,medium,,,,,,,,,,,,,,,,,,,,,8,K20_D2_black,SideA,disc_K20_D2_opt_black.png,disc_K20_D2_orig_black.png,Left,disc_K20_D2_orig_black.png,disc_K20_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2253,1790007771000,21/09/2026 16:22:51,1790007771000,1,21/09/2026 17:22:51,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,9,Display 1,Screen 1,,,response,Left,,,,6670.2,,,6670.2,,6670.2,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,20,3,hard,,,,,,,,,,,,,,,,,,,,,9,K20_D3_black,SideA,disc_K20_D3_opt_black.png,disc_K20_D3_orig_black.png,Left,disc_K20_D3_orig_black.png,disc_K20_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2254,1790007778000,21/09/2026 16:22:58,1790007778000,1,21/09/2026 17:22:58,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,10,Display 1,Screen 1,,,response,Left,,,,6539.5,,,6539.5,,6539.5,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,10,3,hard,,,,,,,,,,,,,,,,,,,,,10,K10_D3_white,SideA,disc_K10_D3_opt_white.png,disc_K10_D3_orig_white.png,Left,disc_K10_D3_orig_white.png,disc_K10_D3_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2255,1790007785000,21/09/2026 16:23:05,1790007785000,1,21/09/2026 17:23:05,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,11,Display 1,Screen 1,,,response,Right,,,,6326.2,,,6326.2,,6326.2,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,10,2,medium,,,,,,,,,,,,,,,,,,,,,11,K10_D2_black,SideA,disc_K10_D2_orig_black.png,disc_K10_D2_opt_black.png,Right,disc_K10_D2_orig_black.png,disc_K10_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2256,1790007792000,21/09/2026 16:23:12,1790007792000,1,21/09/2026 17:23:12,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,12,Display 1,Screen 1,,,response,Right,,,,2546.1,,,2546.1,,2546.1,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,20,1,easy,,,,,,,,,,,,,,,,,,,,,12,K20_D1_black,SideA,disc_K20_D1_orig_black.png,disc_K20_D1_opt_black.png,Right,disc_K20_D1_orig_black.png,disc_K20_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2257,1790007799000,21/09/2026 16:23:19,1790007799000,1,21/09/2026 17:23:19,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,13,Display 1,Screen 1,,,response,Right,,,,6535.5,,,6535.5,,6535.5,,,,Select_Right,,,,,,,,,,,,,,,,,,,white,,20,1,easy,,,,,,,,,,,,,,,,,,,,,13,K20_D1_white,SideA,disc_K20_D1_orig_white.png,disc_K20_D1_opt_white.png,Right,disc_K20_D1_orig_white.png,disc_K20_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2258,1790007806000,21/09/2026 16:23:26,1790007806000,1,21/09/2026 17:23:26,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,14,Display 1,Screen 1,,,response,Right,,,,6496.3,,,6496.3,,6496.3,,,,Select_Right,,,,,,,,,,,,,,,,,,,white,,20,3,hard,,,,,,,,,,,,,,,,,,,,,14,K20_D3_white,SideA,disc_K20_D3_orig_white.png,disc_K20_D3_opt_white.png,Right,disc_K20_D3_orig_white.png,disc_K20_D3_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2259,1790007813000,21/09/2026 16:23:33,1790007813000,1,21/09/2026 17:23:33,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,15,Display 1,Screen 1,,,response,Left,,,,5414.2,,,5414.2,,5414.2,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,10,3,hard,,,,,,,,,,,,,,,,,,,,,15,K10_D3_black,SideA,disc_K10_D3_opt_black.png,disc_K10_D3_orig_black.png,Left,disc_K10_D3_orig_black.png,disc_K10_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2260,1790007820000,21/09/2026 16:23:40,1790007820000,1,21/09/2026 17:23:40,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,16,Display 1,Screen 1,,,response,Left,,,,3672.4,,,3672.4,,3672.4,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,30,3,hard,,,,,,,,,,,,,,,,,,,,,16,K30_D3_black,SideA,disc_K30_D3_orig_black.png,disc_K30_D3_opt_black.png,Right,disc_K30_D3_orig_black.png,disc_K30_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2261,1790007827000,21/09/2026 16:23:47,1790007827000,1,21/09/2026 17:23:47,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,17,Display 1,Screen 1,,,response,Right,,,,3434.2,,,3434.2,,3434.2,,,,Select_Right,,,,,,,,,,,,,,,,,,,white,,20,2,medium,,,,,,,,,,,,,,,,,,,,,17,K20_D2_white,SideA,disc_K20_D2_orig_white.png,disc_K20_D2_opt_white.png,Right,disc_K20_D2_orig_white.png,disc_K20_D2_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2262,1790007834000,21/09/2026 16:23:54,1790007834000,1,21/09/2026 17:23:54,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,18,Display 1,Screen 1,,,response,Left,,,,4322.4,,,4322.4,,4322.4,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,30,2,medium,,,,,,,,,,,,,,,,,,,,,18,K30_D2_black,SideA,disc_K30_D2_opt_black.png,disc_K30_D2_orig_black.png,Left,disc_K30_D2_orig_black.png,disc_K30_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2263,1790007841000,21/09/2026 16:24:01,1790007841000,1,21/09/2026 17:24:01,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OptFirst,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,1578.5,,,1578.5,1,1578.5,,,,Number Entry,,,Display 1,12,12,Q1_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,1790007848000,21/09/2026 16:24:08,1790007848000,1,21/09/2026 17:24:08,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OptFirst,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1743.6,,,1743.6,1,1743.6,,,,Number Entry,,,Display 2,16,16,Q2_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,1790007855000,21/09/2026 16:24:15,1790007855000,1,21/09/2026 17:24:15,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OptFirst,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2769.2,,,2769.2,1,2769.2,,,,Number Entry,,,Display 3,29,29,Q3_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,1790007862000,21/09/2026 16:24:22,1790007862000,1,21/09/2026 17:24:22,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OptFirst,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3863.8,,,3863.8,1,3863.8,,,,Number Entry,,,Display 4,26,26,Q4_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,1790007869000,21/09/2026 16:24:29,1790007869000,1,21/09/2026 17:24:29,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,1,Display 1,Screen 1,,,response,10,,,,3053.3,,,3053.3,1,3053.3,,,,Answer_10,,,Display 1,10,disc_K10_D1_opt_black.png,,K10_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,1790007876000,21/09/2026 16:24:36,1790007876000,1,21/09/2026 17:24:36,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,2,Display 1,Screen 1,,,response,10,,,,3945.4,,,3945.4,1,3945.4,,,,Answer_10,,,Display 1,10,disc_K10_D2_opt_black.png,,K10_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,1790007883000,21/09/2026 16:24:43,1790007883000,1,21/09/2026 17:24:43,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,3,Display 1,Screen 1,,,response,10,,,,5437.0,,,5437.0,1,5437.0,,,,Answer_10,,,Display 1,10,disc_K10_D3_opt_black.png,,K10_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,1790007890000,21/09/2026 16:24:50,1790007890000,1,21/09/2026 17:24:50,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,4,Display 1,Screen 1,,,response,20,,,,6796.1,,,6796.1,1,6796.1,,,,Answer_20,,,Display 1,20,disc_K20_D1_opt_black.png,,K20_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,1790007897000,21/09/2026 16:24:57,1790007897000,1,21/09/2026 17:24:57,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,5,Display 1,Screen 1,,,response,20,,,,6501.1,,,6501.1,1,6501.1,,,,Answer_20,,,Display 1,20,disc_K20_D2_opt_black.png,,K20_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,1790007904000,21/09/2026 16:25:04,1790007904000,1,21/09/2026 17:25:04,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,6,Display 1,Screen 1,,,response,15,,,,5535.3,,,5535.3,0,5535.3,,,,Answer_15,,,Display 1,20,disc_K20_D3_opt_black.png,,K20_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,1790007911000,21/09/2026 16:25:11,1790007911000,1,21/09/2026 17:25:11,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_040,S3P040,S3_PRIV_040,,complete,SYNTHETIC,S3_EXT_040,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,7,Display 1,Screen 1,,,response,30,,,,3909.2,,,3909.2,1,3909.2,,,,Answer_30,,,Display 1,30,disc_K30_D1_opt_black.png,,K30_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
